rank,city,aspect_mentions,unique_aspects,mean_sentiment,median_sentiment,std_sentiment,min_sentiment,max_sentiment,top_positive_aspect,top_negative_aspect
332,Hong Kong,46,36,3.957,4.0,1.053,2.0,5.0,events,weather
333,Vilnius,22,15,3.955,4.0,1.133,2.0,5.0,accommodation location,climate
334,Kuala Lumpur,18,17,3.944,4.0,0.998,2.0,5.0,affordability,aquaria klcc
335,Ljubljana,13,12,3.923,4.0,0.862,3.0,5.0,city experience,city size
336,Isla Mujeres,12,11,3.917,4.0,0.996,2.0,5.0,beaches,atmosphere
337,Cape Town,12,11,3.917,4.0,1.165,2.0,5.0,flora and fauna,airport transfer
338,Machu Picchu,11,9,3.909,4.0,0.701,3.0,5.0,tourist attractions,attraction
339,Como,10,10,3.9,4.0,1.101,2.0,5.0,city break,travel time
340,Krakow,29,24,3.897,5.0,1.372,1.0,5.0,restaurant payment options,transportation
341,Himarë,8,7,3.875,4.0,0.835,3.0,5.0,scooter rental,accommodation in himarë
342,Uluwatu,8,8,3.875,4.0,1.126,2.0,5.0,accommodation/location preference,tourist crowds
343,Verona,8,7,3.875,4.0,0.991,2.0,5.0,overall experience,accommodation availability
344,Niagara Falls,15,11,3.867,4.0,1.187,1.0,5.0,activities,aquarium
345,Flores,15,14,3.867,4.0,0.99,2.0,5.0,accessibility,tours
346,Zurich,15,14,3.867,4.0,0.64,3.0,5.0,nature and landscapes,museum
347,Lisbon,52,39,3.865,4.0,1.138,1.0,5.0,logistics,transportation from airport
348,Kyoto,29,26,3.862,4.0,1.217,1.0,5.0,historical sites,crowd management
349,Nairobi,7,7,3.857,4.0,0.9,2.0,5.0,accommodation,transportation
350,Rotorua,7,7,3.857,3.0,1.069,3.0,5.0,orakei korako geothermal park,polynesian spa
351,Firenze,7,7,3.857,4.0,1.345,2.0,5.0,city,physical accessibility
352,Füssen,7,7,3.857,5.0,1.676,1.0,5.0,architecture,crowds
353,Coimbra,7,7,3.857,4.0,1.215,2.0,5.0,alternative destinations,side trips
354,San Miguel de Allende,7,5,3.857,4.0,0.9,3.0,5.0,restaurants,food
355,Noumea,7,7,3.857,4.0,0.9,2.0,5.0,tourist experience,infrastructure
356,Seville,48,33,3.854,4.0,1.368,0.0,5.0,event,local drink
357,Salzburg,20,16,3.85,4.0,0.988,1.0,5.0,natural beauty,train travel
358,Malaga,13,12,3.846,4.0,0.987,2.0,5.0,geology,overall experience
359,Nice,19,15,3.842,4.0,1.015,2.0,5.0,beach,logistics
360,Rome,95,65,3.842,4.0,1.075,1.0,5.0,food and wine,parking
361,Puerto Escondido,6,4,3.833,3.5,0.983,3.0,5.0,previous travel experience,tourist crowds
362,Auckland,6,6,3.833,4.0,0.983,2.0,5.0,overall experience,touristy activities
363,Madrid,36,32,3.806,4.0,1.215,1.0,5.0,transportation,tourist scams/pricing
364,Paracas,5,5,3.8,4.0,0.837,3.0,5.0,nature,ballestas tour
365,Harbin,5,5,3.8,4.0,1.304,2.0,5.0,attractions,city appeal
366,Bar,5,5,3.8,4.0,1.304,2.0,5.0,history,beach quality
367,Mt Bromo,5,5,3.8,4.0,1.304,2.0,5.0,natural attractions,weather
368,Tashkent,10,9,3.8,4.0,1.229,2.0,5.0,destination,city worth visiting
369,California,5,5,3.8,5.0,1.643,2.0,5.0,emissions regulations,navigation
370,Lake Garda,5,5,3.8,4.0,1.304,2.0,5.0,swimming,hiking
371,Hanoi,57,41,3.789,4.0,0.959,1.0,5.0,private transfer services,traffic safety
372,Berlin,71,44,3.789,4.0,1.194,1.0,5.0,vietnamese food,attraction
373,Chengdu,14,13,3.786,4.0,1.122,2.0,5.0,atmosphere,train station
374,Lucerne,37,29,3.784,4.0,1.109,1.0,5.0,getaway from city life,tourist traps
375,Tbilisi,9,9,3.778,4.0,0.667,3.0,5.0,overall experience,city experience
376,Yogyakarta,27,22,3.778,4.0,1.251,1.0,5.0,natural attractions,climate
377,Sintra,9,8,3.778,4.0,1.093,2.0,5.0,attractions,accommodation duration
378,Barcelona,62,55,3.77,4.0,1.175,1.0,5.0,accommodation,transportation from airport
379,Bogota,13,12,3.769,4.0,1.092,2.0,5.0,airport experience,atmosphere
380,Essaouira,4,4,3.75,4.0,1.5,2.0,5.0,biodiversity,overall experience
381,Melbourne,8,7,3.75,4.0,1.389,1.0,5.0,balcony,deposit
382,Ubud,4,4,3.75,3.5,0.957,3.0,5.0,cultural experiences,accommodation
383,Hue,8,8,3.75,4.0,0.707,2.0,4.0,city visit,route from hue to hanoi
384,HCMC,4,4,3.75,4.0,1.258,2.0,5.0,transportation,traffic safety
385,São Paulo,4,4,3.75,4.5,1.893,1.0,5.0,rhino transportation service,uber service
386,Budapest,55,45,3.745,4.0,1.364,1.0,5.0,accommodation,customer service
387,Istanbul,116,86,3.741,4.0,1.421,1.0,5.0,yeni cami (new mosque),hotel concierge
388,Budva,27,22,3.741,4.0,1.163,1.0,5.0,nightlife,public transport
389,Helsinki,11,9,3.727,4.0,1.104,1.0,5.0,transportation,atmosphere
390,New York City,33,25,3.727,4.0,1.232,1.0,5.0,walkability,cost
391,Punta Cana,11,9,3.727,4.0,1.348,2.0,5.0,accommodation,beaches
392,Perth,14,13,3.714,4.0,1.069,2.0,5.0,beaches,weather
393,Sarande,7,7,3.714,4.0,0.951,2.0,5.0,weather,crowd level
394,Cebu,24,22,3.708,4.0,0.955,2.0,5.0,access to boracay,punctuality
395,Copenhagen,100,69,3.7,4.0,1.03,1.0,5.0,child friendly activities,cost
396,Lyon,23,23,3.696,4.0,0.635,3.0,5.0,local food,les halles
397,Nosara,13,10,3.692,4.0,1.109,2.0,5.0,beach,crowds and peak season
398,Munich,50,36,3.68,4.0,1.392,1.0,5.0,local experience,airport location
399,Santa Ana,3,3,3.667,4.0,0.577,3.0,4.0,activities,transportation cost
400,San Salvador,6,5,3.667,3.5,1.211,2.0,5.0,safety,overall experience
401,none,15,13,3.667,4.0,1.633,1.0,5.0,accommodation,driving
402,Plitvice,3,3,3.667,3.0,1.155,3.0,5.0,attractions,national park
403,San Sebastián,6,5,3.667,3.0,1.033,3.0,5.0,overall experience,culture
404,Vietnam,3,3,3.667,4.0,1.528,2.0,5.0,tour operator,overall experience
405,Zaandam,3,3,3.667,4.0,0.577,3.0,4.0,accommodation cost,city worthiness
406,Sicily,6,5,3.667,4.0,1.033,2.0,5.0,destination,crowds
407,Split,21,19,3.667,3.0,1.278,1.0,5.0,accommodation,beach resort
408,Tomar,3,3,3.667,4.0,0.577,3.0,4.0,city exploration,accommodation/stopping point
409,Sarajevo,3,3,3.667,3.0,1.155,3.0,5.0,overall experience,city
410,Aarberg,3,3,3.667,4.0,0.577,3.0,4.0,market day,market
411,Niseko,3,3,3.667,4.0,1.528,2.0,5.0,views and national parks,food prices
412,La Jolla,3,3,3.667,4.0,1.528,2.0,5.0,best time to visit,ocean temperature
413,Aguas Calientes,6,6,3.667,3.5,1.211,2.0,5.0,machu picchu,tourist crowds
414,Mancora,3,3,3.667,4.0,0.577,3.0,4.0,city overall,transportation
415,Amstelveen,3,3,3.667,4.0,0.577,3.0,4.0,accommodation cost,city worthiness
416,Hyderabad,3,2,3.667,4.0,0.577,3.0,4.0,hyderabad,weather
417,Pattani,3,3,3.667,4.0,1.528,2.0,5.0,cultural experience,safety and security
418,Ha Giang,3,3,3.667,4.0,0.577,3.0,4.0,ha giang experience,local checkpoints
419,Guadalajara,3,3,3.667,4.0,1.528,2.0,5.0,cultural experience,overall experience
420,Fussen,6,6,3.667,4.0,1.366,2.0,5.0,museum,road conditions
421,Bellagio,6,6,3.667,4.0,1.506,2.0,5.0,accommodation,cost
422,Brunei,3,3,3.667,4.0,0.577,3.0,4.0,day trip,city atmosphere
423,Ericeira,3,3,3.667,4.0,0.577,3.0,4.0,escape destinations,ericeira
424,Mazunte,3,3,3.667,4.0,0.577,3.0,4.0,beach popularity,mazunte
425,Algarve,11,11,3.636,4.0,1.629,0.0,5.0,beach destination,beach vacation
426,Buenos Aires,49,35,3.633,4.0,1.035,1.0,5.0,previous travel experience,racism and discrimination
427,Hvar,8,8,3.625,4.0,1.506,1.0,5.0,best time to visit,crowds
428,Montreal,13,11,3.615,4.0,0.87,2.0,5.0,arts and culture,road conditions
429,Langkawi,13,12,3.615,4.0,1.387,2.0,5.0,accommodation,beach quality
430,Cusco,28,22,3.607,4.0,0.832,2.0,5.0,city overall,altitude
431,Himara,5,5,3.6,3.0,0.894,3.0,5.0,overall experience,beach quality
432,Stockholm,5,4,3.6,4.0,0.548,3.0,4.0,transportation options,attractions
433,Singapore,20,18,3.6,4.0,0.883,2.0,5.0,city experience,weather
434,Nha Trang,5,5,3.6,4.0,1.14,2.0,5.0,beach,transportation
435,Inverness,5,5,3.6,4.0,1.517,1.0,5.0,historical sites,train service
436,Labuan Bajo,5,5,3.6,3.0,0.894,3.0,5.0,wildlife experiences,accommodation
437,Merritt Island,5,5,3.6,4.0,0.894,2.0,4.0,astronaut training experience,attraction booking system
438,Ioannina,5,4,3.6,4.0,0.548,3.0,4.0,city visit,transportation
439,Isla,5,5,3.6,4.0,1.517,2.0,5.0,beach,duration of stay
440,Dhermi,10,10,3.6,4.0,1.43,1.0,5.0,beach quality,infrastructure/development
441,Orlando,10,10,3.6,4.0,0.843,2.0,5.0,theme park,wait times
442,Tromsø,15,14,3.6,4.0,1.298,1.0,5.0,aurora chances,light pollution
443,Shenzhen,5,5,3.6,4.0,1.14,2.0,5.0,transportation,leisure travel
444,Paris,109,71,3.587,4.0,1.389,1.0,5.0,destination suggestion,walking
445,San Diego,12,10,3.583,3.5,0.9,2.0,5.0,attractions,accommodation
446,Los Angeles,12,10,3.583,4.0,1.165,2.0,5.0,overall experience,city
447,various,14,14,3.571,4.0,1.399,1.0,5.0,budget,capital cities
448,Antigua,32,20,3.562,3.0,1.045,2.0,5.0,acatenango hike,weather
449,Ronda,9,9,3.556,4.0,1.333,1.0,5.0,destination,train travel
450,Valencia,10,10,3.556,4.0,1.59,1.0,5.0,destination,destination recommendation
451,Puno,9,8,3.556,3.0,0.726,3.0,5.0,accommodation,island visit
452,Florence,52,43,3.538,4.0,1.093,1.0,5.0,views,tourism level
453,Multiple,58,31,3.534,3.0,0.941,2.0,5.0,sightseeing,safety
454,Luxor,17,14,3.529,4.0,0.943,2.0,5.0,astronomical events,taxi service
455,Almaty,21,21,3.524,4.0,0.928,2.0,5.0,visa requirements,time spent
456,Da Nang,40,28,3.5,4.0,1.24,1.0,5.0,day trips and excursions,traffic
457,Kochi,6,6,3.5,4.0,1.378,1.0,5.0,safety,traffic
458,Dujiangyan,4,4,3.5,3.0,1.0,3.0,5.0,overall impression,attraction (dujiangyan blue tears)
459,San Pedro,4,3,3.5,3.5,0.577,3.0,4.0,social atmosphere,weather
460,Various,4,4,3.5,4.0,1.732,1.0,5.0,castle visits,food pricing
461,Bangui,8,8,3.5,3.5,1.195,2.0,5.0,scenic views,accommodation
462,Yunnan,8,6,3.5,3.5,1.512,1.0,5.0,attractions,hiking and nature activities
463,Halong Bay,4,4,3.5,4.0,1.915,1.0,5.0,attraction,weather
464,Santiago,6,5,3.5,3.5,1.378,2.0,5.0,destination,air quality
465,Da Lat,4,4,3.5,3.5,1.291,2.0,5.0,attractions,transportation
466,Playa del Carmen,4,4,3.5,4.0,1.732,1.0,5.0,beach relaxation,playa del carmen
467,Panama City,8,8,3.5,4.0,0.756,2.0,4.0,accommodation,road conditions
468,Palomino,4,4,3.5,4.0,1.0,2.0,4.0,accommodation location,overall experience
469,Athens,25,21,3.48,4.0,1.122,1.0,5.0,food,airline service
470,Lake Como,17,16,3.471,3.0,1.375,2.0,5.0,destination,accommodation cost
471,Beijing,59,40,3.458,4.0,1.43,1.0,5.0,sanlitun,travel restrictions
472,Tunis,11,8,3.455,3.0,1.036,2.0,5.0,local people,transportation
473,Amman,7,6,3.429,3.0,0.535,3.0,4.0,accommodation,transportation
474,Aswan,7,7,3.429,3.0,0.535,3.0,4.0,felucca ride,hotel pricing
475,Golem,5,4,3.4,3.0,1.14,2.0,5.0,accommodation cost,overall experience
476,Philadelphia,5,3,3.4,3.0,1.517,2.0,5.0,public transportation,itinerary
477,Luang Prabang,5,5,3.4,4.0,1.517,1.0,5.0,nature,destination recommendation
478,Tayrona,5,5,3.4,3.0,1.517,2.0,5.0,beach quality,beach experience
479,Jakarta,28,24,3.393,3.5,1.197,1.0,5.0,train service,traffic
480,Amsterdam,26,20,3.385,3.0,1.329,1.0,5.0,destination appeal,accommodation
481,Milan,32,18,3.375,3.0,0.907,2.0,5.0,train travel,travel time
482,Bologna,3,3,3.333,3.0,0.577,3.0,4.0,transportation,comparison to other cities
483,Bergamo,3,3,3.333,3.0,0.577,3.0,4.0,alternative destinations,bergamo
484,Malcesine,3,3,3.333,3.0,0.577,3.0,4.0,alternative destinations,attractions
485,Eze,3,3,3.333,3.0,1.528,2.0,5.0,gardens,crowds
486,Genoa,9,8,3.333,4.0,0.866,2.0,4.0,city exploration,crowds
487,Faro,6,4,3.333,3.0,0.516,3.0,4.0,city appeal,beach activities
488,Varenna,3,3,3.333,3.0,1.528,2.0,5.0,scenic beauty,crowds
489,Ho Chi Minh,3,3,3.333,4.0,1.155,2.0,4.0,city experience,weather
490,Taichung,3,3,3.333,3.0,1.528,2.0,5.0,city vibe,public transport
491,Koh Lipe,3,3,3.333,4.0,1.155,2.0,4.0,beach/relaxation,transportation options
492,Cambria,3,3,3.333,4.0,2.082,1.0,5.0,coastal areas,road trip stops
493,Lefkada,3,3,3.333,3.0,0.577,3.0,4.0,lefkada,itinerary
494,Fes,3,3,3.333,3.0,1.528,2.0,5.0,city visit,city worth visiting
495,Boston,3,3,3.333,3.0,1.528,2.0,5.0,walkability,itinerary
496,Abidjan,3,3,3.333,4.0,1.155,2.0,4.0,destination appeal,city experience
497,Oaxaca,3,1,3.333,3.0,0.577,3.0,4.0,oaxaca,oaxaca
498,Frankfurt,7,6,3.286,4.0,1.89,1.0,5.0,food,airport location
499,Phuket,19,17,3.263,4.0,1.522,1.0,5.0,food,relaxation
500,Fukuoka,16,14,3.25,3.0,1.0,1.0,5.0,itinerary,natural disasters
501,Menton,4,4,3.25,3.5,0.957,2.0,4.0,french riviera,city atmosphere
502,Ollantaytambo,4,4,3.25,3.5,0.957,2.0,4.0,altitude acclimatization,acclimatization
503,Cascais,4,4,3.25,3.0,1.5,2.0,5.0,beaches,overall experience
504,Cappadocia,4,4,3.25,3.0,1.258,2.0,5.0,natural beauty,outdoor activities
505,Positano,4,4,3.25,3.0,1.258,2.0,5.0,overall experience,tourist areas
506,Medellin,4,4,3.25,4.0,1.5,1.0,4.0,city exploration,cities/nightlife
507,Wuhan,8,8,3.25,3.0,1.165,2.0,5.0,accommodation,safety
508,Phi Phi,4,3,3.25,3.0,1.5,2.0,5.0,overall experience,crowds
509,Santa Marta,4,4,3.25,3.5,0.957,2.0,4.0,scuba diving,city stay
510,Dubrovnik,29,27,3.241,3.0,1.38,1.0,5.0,pop culture reference,tourist crowds
511,Torres del Paine,13,9,3.231,3.0,1.536,1.0,5.0,accommodation,cost
512,Geneva,13,12,3.231,4.0,1.481,1.0,5.0,dining tips,cost
513,Ho Chi Minh City,14,10,3.214,3.5,1.251,1.0,5.0,destination,traffic
514,Ortisei,5,4,3.2,2.0,1.643,2.0,5.0,alps (ortisei),hiking
515,Chisinau,5,5,3.2,4.0,1.095,2.0,4.0,bike tours,tour pricing
516,Bordeaux,5,5,3.2,4.0,1.095,2.0,4.0,city overall experience,comparison to other cities
517,Mahdia,5,5,3.2,3.0,1.304,2.0,5.0,city of mahdia,all-inclusive package
518,Sorrento,5,5,3.2,3.0,0.837,2.0,4.0,hotel,overall experience
519,Seven Lakes,5,4,3.2,3.0,0.837,2.0,4.0,accommodation,weather
520,Santorini,6,6,3.167,3.0,1.722,1.0,5.0,food,tourist trap
521,Ha Long,6,5,3.167,3.5,1.472,1.0,5.0,tourist attraction,attraction
522,Chongqing,6,6,3.167,3.0,1.169,2.0,5.0,overall experience,sightseeing time
523,Lima,27,19,3.148,3.0,1.134,1.0,5.0,overall experience,environmental conditions
524,Patagonia,8,8,3.125,3.0,1.458,1.0,5.0,destination,seasonal travel
525,Colombo,16,14,3.125,3.5,1.088,1.0,4.0,accommodation,travel timing
526,Surabaya,9,7,3.111,3.0,0.928,2.0,5.0,public transportation,city charm
527,Wengen,9,6,3.111,3.0,1.269,1.0,5.0,"wengen, switzerland",transportation
528,Cairo,36,29,3.111,3.0,1.545,1.0,5.0,accommodation,safety
529,Seoul,25,18,3.091,3.0,1.109,1.0,5.0,cuisine,cost
530,Zhangjiajie,12,10,3.083,3.0,1.379,1.0,5.0,autumn colors,tourist attractions
531,Ksamil,14,11,3.071,3.0,1.328,1.0,5.0,accommodation,crowds
532,Las Vegas,17,12,3.059,3.0,1.249,1.0,5.0,accommodation,city overall
533,Joshua Tree,5,4,3.0,2.0,1.871,1.0,5.0,honeymoon destination,weather
534,Guilin,3,3,3.0,4.0,1.732,1.0,4.0,guilin,travel experience
535,Ortigia,3,3,3.0,3.0,0.0,3.0,3.0,culture,culture
536,Salta,4,4,3.0,3.0,0.816,2.0,4.0,transportation,exploration time
537,Ouagadougou,3,3,3.0,3.0,1.0,2.0,4.0,flight experience,safety
538,Matamata,4,3,3.0,3.0,2.309,1.0,5.0,hobbiton,attraction
539,Canggu,3,3,3.0,3.0,1.0,2.0,4.0,accommodation/location preference,tourist crowds
540,Cancun,11,11,3.0,3.0,1.183,1.0,5.0,cancun accessibility,racism and discrimination
541,Breckenridge,3,3,3.0,4.0,1.732,1.0,4.0,bar,traffic
542,Probolinggo,3,3,3.0,3.0,1.0,2.0,4.0,coach service,city attractiveness
543,Damascus,4,3,3.0,3.0,0.0,3.0,3.0,safety,safety
544,Calgary,5,4,3.0,3.0,1.0,2.0,4.0,flight options,rental car prices
545,Tropea,5,5,3.0,4.0,1.414,1.0,4.0,beach experience,crowd levels
546,Chennai,4,2,3.0,3.0,1.826,1.0,5.0,tourist attractions,weather
547,Lucca,5,5,3.0,4.0,1.871,1.0,5.0,overall experience,event planning
548,Grand Terre,3,3,3.0,2.0,1.732,2.0,5.0,natural wonders,food and water availability
549,Luzern,4,4,3.0,3.0,0.816,2.0,4.0,attractions,transportation
550,The Hague,3,3,3.0,3.0,1.0,2.0,4.0,hostel experience,cost
551,Narok,7,7,3.0,3.0,1.155,1.0,4.0,accommodation location,cost
552,Puri,5,5,3.0,3.0,0.0,3.0,3.0,accommodation,accommodation
553,Malmö,6,6,3.0,3.0,0.894,2.0,4.0,attractions,comparison to other cities
554,Zagreb,3,3,3.0,3.0,0.0,3.0,3.0,city,city
555,Huehuetenango,6,6,3.0,3.0,0.0,3.0,3.0,accommodation,accommodation
556,Puglia,5,4,3.0,4.0,1.414,1.0,4.0,region,heat
557,Podgorica,8,5,3.0,2.5,1.195,2.0,5.0,public transportation,city beauty
558,Milos,5,5,3.0,3.0,1.0,2.0,4.0,cost,ferry experience
559,Sapa,11,10,2.909,3.0,1.3,1.0,5.0,mountain visit,safety
560,Vientiane,11,11,2.909,2.0,1.3,1.0,5.0,culture,destination recommendation
561,Amalfi,7,7,2.857,3.0,1.345,1.0,5.0,scenic beauty,crowds
562,Giza,6,6,2.833,3.0,1.722,1.0,5.0,tourist attractions,local atmosphere
563,Hurghada,24,19,2.826,3.0,1.193,1.0,5.0,snorkeling,honeymoon destination
564,Bali,21,18,2.81,3.0,1.632,1.0,5.0,"bali, indonesia as a destination",local authorities
565,Mostar,9,8,2.778,3.0,0.667,2.0,4.0,train service,cost
566,New York,9,8,2.778,2.0,1.302,1.0,5.0,overall experience,hotel prices
567,Komodo,4,4,2.75,2.5,1.708,1.0,5.0,destination appeal,weather
568,Kanazawa,4,4,2.75,3.0,0.5,2.0,3.0,accommodation,crowd level
569,Xi'an,4,4,2.75,3.0,0.5,2.0,3.0,accommodation,train service
570,Oslo,4,4,2.75,2.5,0.957,2.0,4.0,city exploration,itinerary
571,Pamplona,4,4,2.75,2.5,0.957,2.0,4.0,festival experience,accommodation
572,Dehradun,4,4,2.75,3.0,0.5,2.0,3.0,cultural differences,personal boundaries and privacy
573,Naples,34,28,2.676,3.0,1.224,1.0,5.0,travel experience,public transportation
574,San Jose,3,3,2.667,2.0,1.155,2.0,4.0,accommodation,dining options
575,Flagstaff,3,3,2.667,2.0,1.155,2.0,4.0,tourist destination,driving conditions
576,Ica,3,3,2.667,2.0,1.155,2.0,4.0,activity,overall experience
577,Cemoro Lawang,3,3,2.667,3.0,0.577,2.0,3.0,accommodation,public transportation
578,Ourense,3,3,2.667,3.0,0.577,2.0,3.0,night life,city overall
579,Colima,6,4,2.667,2.0,1.862,1.0,5.0,beauty,safety
580,Hallstatt,21,17,2.667,2.0,1.623,1.0,5.0,hallstatt,charm
581,Norikura,3,3,2.667,3.0,0.577,2.0,3.0,bus service,tourist information
582,Hammamet,3,3,2.667,2.0,1.155,2.0,4.0,cost,local behavior
583,Rimini,6,5,2.667,2.5,1.211,1.0,4.0,bus transportation,crowds
584,Brussels,8,7,2.625,3.0,1.188,1.0,4.0,airline safety,flight experience
585,Phnom Penh,5,5,2.6,2.0,1.817,1.0,5.0,transportation,city overall experience
586,Tulum,5,4,2.6,2.0,1.342,1.0,4.0,archeological site,tulum
587,Guatemala City,11,7,2.455,2.0,0.522,2.0,3.0,airport,interest
588,Monaco,11,9,2.364,2.0,1.286,1.0,4.0,day trip to monaco,overall experience
589,Ella,3,3,2.333,3.0,1.155,1.0,3.0,city experience,weather
590,Mumbai,12,8,2.333,2.0,1.155,1.0,5.0,flight connections,weather
591,Salisbury,3,3,2.333,2.0,1.528,1.0,4.0,day trip to stonehenge,attraction
592,Manila,6,6,2.333,2.5,0.816,1.0,3.0,manila,city logistics
593,Jungfraujoch,5,5,2.2,2.0,1.095,1.0,4.0,scenic view,altitude sickness
594,Delhi,9,8,2.111,2.0,1.453,1.0,5.0,tourist attractions,air quality
595,Durres,3,3,2.0,2.0,0.0,2.0,2.0,city worth visiting,city worth visiting
596,Los Ángeles,5,5,2.0,1.0,1.414,1.0,4.0,beaches,city aesthetics
597,Phu Quoc,5,3,2.0,2.0,1.0,1.0,3.0,destination selection,weather
598,Taganga,4,4,2.0,2.0,0.816,1.0,3.0,accommodation location,town atmosphere
599,Gibraltar,12,11,1.917,1.5,1.084,1.0,4.0,day trip options,city worth
600,Vilamoura,3,3,1.667,2.0,0.577,1.0,2.0,resort town quality,resort quality
601,Saigon,3,3,1.667,2.0,0.577,1.0,2.0,logistics,city overall experience
602,La Spezia,3,3,1.667,2.0,0.577,1.0,2.0,hiking trails,cruise tourism
603,Andaman,3,3,1.0,1.0,0.0,1.0,1.0,environmental impact,environmental impact
